,0.9_top_x,0.9_top_y,0.9_bottom_x,0.9_bottom_y
0,-5.322144917698689,121.46410437768583,14.287897200524398,-102.67970269295691
1,0.427710810693096,107.37466227435014,17.503793754958323,-87.8058589048923
2,6.026041939092699,95.01715427408013,20.87121490938443,-74.66394921989337
3,11.481692168306562,84.29049641410812,24.381316962996276,-63.15288967519241
4,16.803505199141128,75.09360473166653,28.025256214987422,-53.17159630802191
5,22.000324732402834,67.32539526398776,31.794188964551427,-44.61898515561421
6,27.080994468898133,60.884784048304134,35.67927151088183,-37.39397225520167
7,32.054358109433466,55.670687121848076,39.67166015317221,-31.39547364401669
8,36.92925935481528,51.58202052185194,43.76251119061612,-26.522405359291632
9,41.714541905850005,48.51770028554813,47.942980922407095,-22.673683438258895
10,46.419049463344095,46.376642450168994,52.20422564773871,-19.748223918150835
11,51.05162572810399,45.05776305294694,56.53740166580453,-17.64494283619986
12,55.621114400936136,44.459978131114326,60.93366527579809,-16.262756229638324
13,60.13635918264698,44.48220372190354,65.38417277691296,-15.500580135698605
14,64.60620377404295,45.02335586254695,69.88008046834268,-15.257330591613098
15,69.03949187593051,45.982350590276944,74.41254464928085,-15.431923634614172
16,73.4450671891161,47.25810394232591,78.97272161892097,-15.923275301934211
17,77.83177341440616,48.74953195592621,83.55176767645663,-16.630301630805583
18,82.20845425260711,50.35555066831022,88.14083912108137,-17.451918658460677
19,86.58395340452543,51.97507611671034,92.73109225198877,-18.287042422131872
20,90.96711457096754,53.50702433835893,97.31368336837238,-19.034588959051543
21,95.36577041557484,54.86186757816481,101.88077980659077,-19.605030514128494
22,99.78070269259638,56.03067034417387,106.43159981239495,-19.989431595408632
23,104.20969055619565,57.03881702045324,110.9683642316214,-20.213176586959076
24,108.65050206547816,57.91181880816386,115.49330500516457,-20.301776689940766
25,113.10090527954941,58.67518690846673,120.00865407391905,-20.280743105514716
26,117.55866825751487,59.354432522522764,124.5166433787793,-20.175587034841833
27,122.02155905848002,59.975066851492954,129.01950486063984,-20.011819679083093
28,126.48734574155036,60.56260109653826,133.5194704603952,-19.814952239399474
29,130.95379636583135,61.142546458819616,138.01877211893992,-19.610495916951912
30,135.41867899042853,61.74041413949801,142.5196417771685,-19.423961912901383
31,139.87995175985935,62.379542653533164,147.02412129056336,-19.278688742207617
32,144.33735895324514,63.06285490394323,151.53246638000326,-19.177599307888755
33,148.79162349257064,63.78208785463223,156.0439541235035,-19.112430573848833
34,153.24347832385587,64.52886389425531,160.55785157504397,-19.074804928742992
35,157.69365639312105,65.29480541146758,165.07342578860454,-19.056344761226327
36,162.14289064638615,66.07153479492418,169.58994381816512,-19.048672459954005
