,10.0_top_x,10.0_top_y,10.0_bottom_x,10.0_bottom_y
0,-5.322144917698689,121.46410437768583,14.287897200524398,-102.67970269295691
1,0.6965353483974681,104.30198374812355,17.23496921725395,-84.73318037866571
2,6.533501097010351,89.21686955756613,20.36375575146678,-68.86366450337937
3,12.19938460116391,76.08723436925258,23.66362453013893,-54.949627630336884
4,17.7048181338821,64.79155074642188,27.12394328024645,-42.869542322777264
5,23.060433968188867,55.20829125231305,30.734079728765394,-32.50188114393951
6,28.276864377108165,47.215928450165066,34.483401602671805,-23.7251166570626
7,33.36474163366395,40.69293490321692,38.36127662894173,-16.417721425385537
8,38.33469801088017,35.517783174707645,42.35707253455123,-10.458168012147329
9,43.19736578178077,31.5689458278762,46.46015704647633,-5.724928980586965
10,47.963377219389706,28.7248954259616,50.6598978916931,-2.0964768939434375
11,52.64336459673093,26.86410453220284,54.94566279717759,0.5487156845442414
12,57.2479601868284,25.865045709838917,59.30681948990583,2.3321761916370907
13,61.78779626270605,25.60619152210882,63.73273569685388,3.3754320640961097
14,66.27350509738785,25.966014532251556,68.21277914499778,3.800010738682298
15,70.71571896389774,26.822987303506117,72.73631756131361,3.727439652156658
16,75.12507013525969,28.0555823991115,77.29271867277738,3.279246241280198
17,79.51219088449763,29.542272382306706,81.87135020636516,2.5769579428139187
18,83.88771348463551,31.16152981633072,86.46157988905297,1.742102193518826
19,88.2622702086973,32.79182726442255,91.0527754478169,0.8962064301559138
20,92.64649332970694,34.311637289821206,95.63430460963298,0.1607980894861889
21,97.04979798250993,35.61334440880479,100.19675223965568,-0.3565073447684739
22,101.47311105709706,36.686354220300295,104.73919144789427,-0.6451154715350551
23,105.91374476011705,37.56138834289139,109.26431002769999,-0.7357479093972294
24,110.3689979414211,38.269321064056555,113.77480912922164,-0.6592789458334654
25,114.83616945086041,38.84102667127428,118.27338990260805,-0.44658286832227034
26,119.31255813828616,39.307379452023035,122.76275349800801,-0.12853396434209863
27,123.79546285354955,39.699253693781316,127.24560106557031,0.26399347862854583
28,128.2821824465018,40.04752368402758,131.7246337554438,0.7001251731111982
29,132.77001576699402,40.383063710240336,136.20255271777725,1.148986831627365
30,137.2562616648775,40.736748059898055,140.6820591027195,1.579704166698571
31,141.7384448163014,41.13686981408162,145.1656282341213,1.9639840972439337
32,146.21621187069564,41.587467788288215,149.65361346255276,2.297787807766257
33,150.69037213007132,42.079291618202404,154.14520548600282,2.5903656625809894
34,155.16174680524819,42.602954821202616,158.63958309365165,2.8511041443097067
35,159.63115710704605,43.149070914667284,163.13592507467953,3.0893897355739615
36,164.09942424628463,43.70825341597482,167.63341021826665,3.3146089189953436
37,168.5673694337837,44.27111584250369,172.13121731359325,3.5361481771954058
38,173.0358138803631,44.8282717116323,176.62852514983962,3.7633939927957236
39,177.5055787968425,45.37033454073907,181.1245125161859,4.005732848417866
40,181.97748539404176,45.88791784720246,185.61835820181233,4.2725512266834045
41,186.45228798436466,46.372399800794454,190.10930789431518,4.572470957820325
42,190.92987100576815,46.82510128171074,194.59747715573738,4.9041711616329735
43,195.40951056921384,47.25429637952173,199.08358987511738,5.2593777485509
44,199.89047030316007,47.668401859463174,203.5683824239969,5.629673953338379
45,204.37201383606512,48.07583448677076,208.05259117391753,6.006643010759721
46,208.85340479638734,48.48501102668021,212.536952496421,6.381868155579195
47,213.33390681258507,48.90434824442724,217.02220276304902,6.7469326225610935
48,217.81278351311653,49.34226290524752,221.50907834534326,7.093419646469723
49,222.28929852644012,49.807171774376826,225.99831561484535,7.412912462069347
50,226.76271548101414,50.30749161705084,230.49065094309708,7.696994304124257
51,231.23234234181493,50.851132429785196,234.98677636512198,7.937755176118827
52,235.69831817827034,51.43650464174574,239.48655281149226,8.136784648887204
53,240.1615201807289,52.053581921369755,243.98910309185945,8.304109053992114
54,244.62285119724626,52.692044668159284,248.49352435816778,8.450047991931505
55,249.0832140758781,53.3415732816164,252.99891376236164,8.584921063203318
56,253.54351166468015,53.99184816124314,257.50436845638535,8.719047868305498
