,100_top_x,100_top_y,100_bottom_x,100_bottom_y
0,-5.322144917698689,121.46410437768583,14.287897200524398,-102.67970269295691
1,0.7787886959925636,103.36182368303439,17.152715869658856,-83.79302031357655
2,6.688641205648175,87.44361000157971,20.208615642828956,-67.09040494739295
3,12.418665648974251,73.58084052377606,23.444343482328588,-52.44323378486037
4,17.980115063676898,61.644892440077726,26.848646350451652,-39.72288401643311
5,23.384242487462213,51.507142940939,30.41027120949205,-28.80073283256545
6,28.64230095803631,43.03896921681411,34.11796502174366,-19.548157423711647
7,33.765543513105285,36.111748458157365,37.96047474950039,-11.836534980325979
8,38.76522319037526,30.59685785542305,41.92654735505614,-5.537242692862737
9,43.652593027552314,26.365674599065418,46.00492980070479,-0.521657751776182
10,48.43890606234257,23.289575879538752,50.18436904874024,3.338842652479409
11,53.13541533245213,21.239938887297328,54.45361206145639,6.172881329449753
12,57.7533738755871,20.08814081279542,58.801405801147126,8.109081088680586
13,62.304034729453576,19.7055588464873,63.216497230106356,9.27606473971763
14,66.79865093175768,19.963570178827254,67.68763331062796,9.8024550921066
15,71.2484755202055,20.733552000269544,72.20356100500585,9.816874955393232
16,75.66476153250315,21.886881501268455,76.75302727553392,9.447947139123244
17,80.05876200635673,23.29493587227826,81.32477908450606,8.824294452842366
18,84.44172997947234,24.829092303753228,85.90756339421614,8.07453970609632
19,88.8249184895561,26.360727986147644,90.4901271669581,7.327305708430827
20,93.21958057431411,27.761220109915776,95.06121736502581,6.711215269391614
21,97.6356490677635,28.917035862727083,99.61090115440211,6.339801201309237
22,102.07384978669961,29.819879120648732,104.13845271829172,6.2213596281165096
23,106.5309877783888,30.506268360530974,108.64706700942824,6.319372072963192
24,111.00385360226547,31.01288765590131,113.13995346837727,6.597154462321779
25,115.489237817764,31.376421080287244,117.62032153570445,7.018022722664769
26,119.9839309843188,31.63355270721627,122.09138065197537,7.5452927804646635
27,124.48472366136424,31.820966610215905,126.55634025775562,8.142280562193953
28,128.98840640833473,31.97534686281364,131.01840979361086,8.77230199432514
29,133.49176978466465,32.13337753853699,135.48079870010662,9.398673003330718
30,137.99160434978845,32.33174271091343,139.94671641780857,9.984709515683193
31,142.48497621481405,32.60397688342845,144.41909683560866,10.496877027897101
32,146.97154070784566,32.954019673879486,148.89828462540274,10.931235922174986
