,100_top_x,100_top_y,100_bottom_x,100_bottom_y
116,526.5,22.47279443741185,526.5,-4.472794437411849
117,531.0,22.596021727771426,531.0,-4.596021727771426
118,535.5,22.737775345768533,535.5,-4.737775345768531
119,540.0,22.894042517122507,540.0,-4.8940425171225055
120,544.5,23.0608104675527,544.5,-5.060810467552697
121,549.0,23.234066422778444,549.0,-5.234066422778444
122,553.5,23.40953079833598,553.5,-5.409530798335979
123,558.0,23.581520321388183,558.0,-5.581520321388181
124,562.5,23.743891738342267,562.5,-5.743891738342267
125,567.0,23.890501528795248,567.0,-5.89050152879525
126,571.5,24.01520617234415,571.5,-6.015206172344149
127,576.0,24.111862148585992,576.0,-6.111862148585992
128,580.5,24.174325937117793,580.5,-6.174325937117791
129,585.0,24.196454017536574,585.0,-6.196454017536574
130,589.5,24.172102869439364,589.5,-6.172102869439364
131,594.0,24.095128972423176,594.0,-6.095128972423176
132,598.5,23.96103999997051,598.5,-5.961039999970508
133,603.0,23.776858947530602,603.0,-5.776858947530602
134,607.5,23.55451256194098,607.5,-5.55451256194098
135,612.0,23.30594571013666,612.0,-5.305945710136658
136,616.5,23.04310325905268,616.5,-5.0431032590526765
137,621.0,22.777930075624052,621.0,-4.777930075624052
138,625.5,22.522371026785812,625.5,-4.522371026785812
139,630.0,22.28837097947299,630.0,-4.28837097947299
140,634.5,22.087874800620604,634.5,-4.087874800620604
141,639.0,21.93282735716369,639.0,-3.9328273571636885
142,643.5,21.833928396777672,643.5,-3.833928396777674
143,648.0,21.790177923470203,648.0,-3.7901779234702015
144,652.5,21.794165522560867,652.5,-3.7941655225608653
145,657.0,21.83841511878329,657.0,-3.8384151187832867
146,661.5,21.915450636871093,661.5,-3.915450636871091
147,666.0,22.01779600155792,666.0,-4.017796001557917
148,670.5,22.13797513757739,670.5,-4.1379751375773886
149,675.0,22.268511969663123,675.0,-4.268511969663125
150,679.5,22.401930422548766,679.5,-4.401930422548766
151,684.0,22.530754420967934,684.0,-4.530754420967934
152,688.5,22.64790438268686,688.5,-4.647904382686862
153,693.0,22.75145629085199,693.0,-4.751456290851991
154,697.5,22.843091556506813,697.5,-4.843091556506812
155,702.0,22.924565571902065,702.0,-4.924565571902065
156,706.5,22.997633729288495,706.5,-4.997633729288495
157,711.0,23.064051420916847,711.0,-5.064051420916849
158,715.5,23.125574039037865,715.5,-5.125574039037865
159,720.0,23.18395697590228,720.0,-5.18395697590228
160,724.5,23.240955623760847,724.5,-5.240955623760849
161,729.0,23.298325374864312,729.0,-5.29832537486431
162,733.5,23.35776274536637,733.5,-5.357762745366369
163,738.0,23.41986059717594,738.0,-5.419860597175939
164,742.5,23.48423161421617,742.5,-5.4842316142161724
165,747.0,23.550454408594803,747.0,-5.550454408594801
166,751.5,23.618107592419577,751.5,-5.618107592419577
167,756.0,23.686769777798233,756.0,-5.686769777798231
168,760.5,23.75601957683851,760.5,-5.756019576838513
169,765.0,23.825435601648152,765.0,-5.825435601648154
170,769.5,23.8945964643349,769.5,-5.894596464334899
171,774.0,23.963080777006496,774.0,-5.963080777006494
172,778.5,24.030479509244508,778.5,-6.030479509244506
173,783.0,24.096739130437804,783.0,-6.096739130437804
174,787.5,24.16220639326773,787.5,-6.1622063932677325
175,792.0,24.22724940413041,792.0,-6.22724940413041
176,796.5,24.292236269421963,796.5,-6.292236269421961
177,801.0,24.357535095538523,801.0,-6.3575350955385215
178,805.5,24.423513988876206,805.5,-6.423513988876206
179,810.0,24.490541055831144,810.0,-6.490541055831143
180,814.5,24.55898440279946,814.5,-6.55898440279946
181,819.0,24.62921213617728,819.0,-6.62921213617728
182,823.5,24.701580989305178,823.5,-6.701580989305176
183,828.0,24.77589343676945,828.0,-6.775893436769451
184,832.5,24.851159393347466,832.5,-6.8511593933474675
185,837.0,24.92632782134698,837.0,-6.9263278213469786
186,841.5,25.000347683075756,841.5,-7.000347683075756
187,846.0,25.07216794084154,846.0,-7.072167940841538
188,850.5,25.1407375569521,850.5,-7.1407375569521
189,855.0,25.205005493715195,855.0,-7.205005493715195
190,859.5,25.263920713438573,859.5,-7.263920713438573
191,864.0,25.316432178429995,864.0,-7.316432178429995
192,868.5,25.361502412489028,868.5,-7.361502412489028
193,873.0,25.39941794283738,873.0,-7.399417942837381
194,877.5,25.432881753625406,877.5,-7.432881753625406
195,882.0,25.464853995070296,882.0,-7.464853995070296
196,886.5,25.498294817389233,886.5,-7.498294817389233
197,891.0,25.536164370799405,891.0,-7.536164370799405
198,895.5,25.581422805517988,895.5,-7.581422805517988
199,900.0,25.637030271762168,900.0,-7.637030271762168
200,904.5,25.70594691974913,904.5,-7.705946919749131
201,909.0,25.79113289969606,909.0,-7.791132899696059
202,913.5,25.895534588002565,913.5,-7.895534588002565
203,918.0,26.01837082168717,918.0,-8.01837082168717
204,922.5,26.150107176699862,922.5,-8.150107176699862
205,927.0,26.27995408986414,927.0,-8.279954089864141
206,931.5,26.39712199800351,931.5,-8.39712199800351
207,936.0,26.490821337941483,936.0,-8.490821337941483
208,940.5,26.550262546501564,940.5,-8.550262546501564
209,945.0,26.564656060507268,945.0,-8.564656060507268
210,949.5,26.523212316782086,949.5,-8.523212316782086
211,954.0,26.41514175214954,954.0,-8.415141752149541
212,958.5,26.22965833641806,958.5,-8.229658336418058
213,963.0,25.9620669054083,963.0,-7.9620669054082995
214,967.5,25.626259328635992,967.5,-7.626259328635992
215,972.0,25.239660460542762,972.0,-7.239660460542762
216,976.5,24.819695155570216,976.5,-6.819695155570216
217,981.0,24.383788268159982,981.0,-6.383788268159984
218,985.5,23.949364652753673,985.5,-5.949364652753671
219,990.0,23.5338491637929,990.0,-5.533849163792899
220,994.5,23.154666655719282,994.5,-5.154666655719284
221,999.0,22.829241982974445,999.0,-4.829241982974445
222,1003.5,22.574999999999996,1003.5,-4.5749999999999975
223,1008.0,22.404599148312872,1008.0,-4.404599148312872
224,1012.5,22.311632217731272,1012.5,-4.311632217731271
225,1017.0,22.284925585148713,1017.0,-4.284925585148713
226,1021.5,22.31330562745871,1021.5,-4.313305627458712
227,1026.0,22.385598721554782,1026.0,-4.385598721554782
228,1030.5,22.490631244330448,1030.5,-4.490631244330448
229,1035.0,22.617229572679218,1035.0,-4.617229572679218
230,1039.5,22.754220083494616,1039.5,-4.754220083494616
231,1044.0,22.890429153670155,1044.0,-4.890429153670155
232,1048.5,23.01468316009935,1048.5,-5.014683160099349
233,1053.0,23.117606147069928,1053.0,-5.11760614706993
234,1057.5,23.19927968703054,1057.5,-5.199279687030538
235,1062.0,23.26288453101744,1062.0,-5.2628845310174395
236,1066.5,23.311603227734288,1066.5,-5.311603227734286
237,1071.0,23.34861832588473,1071.0,-5.348618325884731
238,1075.5,23.377112374172427,1075.5,-5.3771123741724285
239,1080.0,23.400267921301037,1080.0,-5.4002679213010385
240,1084.5,23.421267515974215,1084.5,-5.421267515974215
241,1089.0,23.44329370689561,1089.0,-5.443293706895609
242,1093.5,23.469529042768873,1093.5,-5.4695290427688725
243,1098.0,23.50276344077244,1098.0,-5.502763440772441
244,1102.5,23.543048630602918,1102.5,-5.543048630602916
245,1107.0,23.58927029634357,1107.0,-5.589270296343569
246,1111.5,23.640309813364105,1111.5,-5.640309813364105
247,1116.0,23.695048557034212,1116.0,-5.695048557034212
248,1120.5,23.752367902723584,1120.5,-5.752367902723584
249,1125.0,23.811149225801927,1125.0,-5.811149225801925
250,1129.5,23.870273901638917,1129.5,-5.870273901638916
251,1134.0,23.92862330560426,1134.0,-5.928623305604258
252,1138.5,23.985078813067652,1138.5,-5.98507881306765
253,1143.0,24.038620191123,1143.0,-6.0386201911230035
254,1147.5,24.08915174316348,1147.5,-6.08915174316348
255,1152.0,24.13708433622491,1152.0,-6.137084336224909
256,1156.5,24.182834025969196,1156.5,-6.182834025969196
257,1161.0,24.226816868058236,1161.0,-6.226816868058238
258,1165.5,24.26944891815395,1165.5,-6.269448918153952
259,1170.0,24.311146231918233,1170.0,-6.311146231918233
260,1174.5,24.352324865012996,1174.5,-6.3523248650129975
261,1179.0,24.39340087310014,1179.0,-6.393400873100141
262,1183.5,24.434790311841574,1183.5,-6.434790311841576
263,1188.0,24.476886743615424,1188.0,-6.476886743615422
264,1192.5,24.51979125253256,1192.5,-6.51979125253256
265,1197.0,24.563400384651068,1197.0,-6.563400384651068
266,1201.5,24.607606489031454,1201.5,-6.607606489031452
267,1206.0,24.652301914734224,1206.0,-6.652301914734224
268,1210.5,24.697379010819894,1210.5,-6.697379010819894
269,1215.0,24.742730126348984,1215.0,-6.7427301263489845
270,1219.5,24.788247610381998,1219.5,-6.7882476103819975
271,1224.0,24.833823811979453,1224.0,-6.833823811979453
272,1228.5,24.87935108020186,1228.5,-6.879351080201861
273,1233.0,24.924725069267723,1233.0,-6.924725069267723
274,1237.5,24.969903389806117,1237.5,-6.969903389806117
275,1242.0,25.01489867720591,1242.0,-7.01489867720591
276,1246.5,25.05972547956315,1246.5,-7.0597254795631486
277,1251.0,25.104398344973873,1251.0,-7.104398344973873
278,1255.5,25.14893182153413,1255.5,-7.148931821534131
279,1260.0,25.193340457339954,1260.0,-7.1933404573399535
280,1264.5,25.237638800487403,1264.5,-7.237638800487403
281,1269.0,25.2818413990725,1269.0,-7.281841399072501
282,1273.5,25.325962801191306,1273.5,-7.325962801191306
283,1278.0,25.370018101372036,1278.0,-7.370018101372036
284,1282.5,25.41403811390394,1282.5,-7.414038113903938
285,1287.0,25.45807135310753,1287.0,-7.458071353107531
286,1291.5,25.502167277538117,1291.5,-7.502167277538117
287,1296.0,25.546375345751017,1296.0,-7.5463753457510165
288,1300.5,25.590745016301554,1300.5,-7.590745016301554
289,1305.0,25.63532574774503,1305.0,-7.6353257477450285
290,1309.5,25.68016699863677,1309.5,-7.680166998636771
291,1314.0,25.725318227532096,1314.0,-7.725318227532096
292,1318.5,25.77082889298631,1318.5,-7.770828892986309
293,1323.0,25.816746355155562,1323.0,-7.816746355155562
294,1327.5,25.863015710023465,1327.5,-7.863015710023465
295,1332.0,25.909435821380818,1332.0,-7.909435821380818
296,1336.5,25.95579430691031,1336.5,-7.95579430691031
297,1341.0,26.001878784294632,1341.0,-8.001878784294632
298,1345.5,26.047476871216478,1345.5,-8.047476871216478
299,1350.0,26.092376185358546,1350.0,-8.092376185358546
300,1354.5,26.13636434440352,1354.5,-8.136364344403521
301,1359.0,26.179228966034092,1359.0,-8.179228966034092
302,1363.5,26.220757667932958,1363.5,-8.220757667932958
303,1368.0,26.26074001013952,1368.0,-8.260740010139521
304,1372.5,26.299155184260087,1372.5,-8.299155184260087
305,1377.0,26.336328481092252,1377.0,-8.336328481092252
306,1381.5,26.372622024272097,1381.5,-8.372622024272097
307,1386.0,26.408397937435705,1386.0,-8.408397937435705
308,1390.5,26.444018344219167,1390.5,-8.444018344219167
309,1395.0,26.479845368258566,1395.0,-8.479845368258566
310,1399.5,26.516241133189986,1399.5,-8.516241133189986
311,1404.0,26.553567762649507,1404.0,-8.553567762649507
312,1408.5,26.59218738027323,1408.5,-8.59218738027323
313,1413.0,26.632461386089197,1413.0,-8.632461386089197
314,1417.5,26.674555353704672,1417.5,-8.674555353704672
315,1422.0,26.718175003829238,1422.0,-8.718175003829238
316,1426.5,26.762960118391515,1426.5,-8.762960118391515
317,1431.0,26.808550479320143,1431.0,-8.808550479320143
318,1435.5,26.85458586854374,1435.5,-8.85458586854374
319,1440.0,26.900706067990942,1440.0,-8.900706067990942
320,1444.5,26.946550859590374,1444.5,-8.946550859590374
321,1449.0,26.991760025270665,1449.0,-8.991760025270665
322,1453.5,27.035973346960443,1453.5,-9.035973346960443
323,1458.0,27.078830677095794,1458.0,-9.078830677095794
324,1462.5,27.1200934229716,1462.5,-9.1200934229716
325,1467.0,27.15989393162289,1467.0,-9.15989393162289
326,1471.5,27.198435057543417,1471.5,-9.198435057543417
327,1476.0,27.235919655226926,1476.0,-9.235919655226926
328,1480.5,27.272550579167156,1480.5,-9.272550579167156
329,1485.0,27.30853068385784,1485.0,-9.308530683857839
330,1489.5,27.34406282379273,1489.5,-9.34406282379273
331,1494.0,27.379349853465555,1494.0,-9.379349853465555
332,1498.5,27.414594627370068,1498.5,-9.414594627370068
333,1503.0,27.450000000000003,1503.0,-9.450000000000003
334,1507.5,27.485732807962517,1507.5,-9.485732807962517
335,1512.0,27.521815816318433,1512.0,-9.521815816318433
336,1516.5,27.558235772241993,1516.5,-9.558235772241993
337,1521.0,27.594979422907432,1521.0,-9.594979422907432
338,1525.5,27.63203351548898,1525.5,-9.632033515488981
339,1530.0,27.669384797160884,1530.0,-9.669384797160884
340,1534.5,27.70702001509738,1534.5,-9.707020015097381
341,1539.0,27.744925916472706,1539.0,-9.744925916472706
342,1543.5,27.7830892484611,1543.5,-9.7830892484611
343,1548.0,27.821496758236798,1548.0,-9.821496758236798
344,1552.5,27.860118089246892,1552.5,-9.860118089246892
345,1557.0,27.898832902230016,1557.0,-9.898832902230016
346,1561.5,27.93749137109921,1561.5,-9.93749137109921
347,1566.0,27.97594365266376,1566.0,-9.975943652663759
348,1570.5,28.01403990373299,1570.5,-10.01403990373299
349,1575.0,28.05163028111621,1575.0,-10.05163028111621
350,1579.5,28.088564941622714,1579.5,-10.088564941622714
351,1584.0,28.124694042061822,1584.0,-10.124694042061822
352,1588.5,28.159867739242834,1588.5,-10.159867739242834
353,1593.0,28.193936189975062,1593.0,-10.193936189975062
354,1597.5,28.22677917494964,1597.5,-10.226779174949641
355,1602.0,28.258483069940354,1602.0,-10.258483069940354
356,1606.5,28.289222228367272,1606.5,-10.289222228367272
357,1611.0,28.319171328741124,1611.0,-10.319171328741124
358,1615.5,28.348505049572584,1615.5,-10.348505049572584
359,1620.0,28.37739806937236,1620.0,-10.377398069372362
360,1624.5,28.406025066651175,1624.5,-10.406025066651175
361,1629.0,28.434560719919702,1629.0,-10.434560719919702
362,1633.5,28.46317970768866,1633.5,-10.46317970768866
363,1638.0,28.49205670846874,1638.0,-10.492056708468741
364,1642.5,28.521348090180876,1642.5,-10.521348090180876
365,1647.0,28.551038165575317,1647.0,-10.551038165575317
366,1651.5,28.581016976475293,1651.5,-10.581016976475293
367,1656.0,28.61117359910651,1656.0,-10.611173599106511
368,1660.5,28.6413971096947,1660.5,-10.6413971096947
369,1665.0,28.671576584465562,1665.0,-10.671576584465562
370,1669.5,28.70160109964483,1669.5,-10.70160109964483
371,1674.0,28.731359731458216,1674.0,-10.731359731458216
372,1678.5,28.76074155613143,1678.5,-10.760741556131428
373,1683.0,28.789635649890194,1683.0,-10.789635649890194
374,1687.5,28.81794740746057,1687.5,-10.817947407460569
375,1692.0,28.84579441164885,1692.0,-10.84579441164885
376,1696.5,28.873442634190084,1696.5,-10.873442634190084
377,1701.0,28.90116109167072,1701.0,-10.90116109167072
378,1705.5,28.929218800677166,1705.5,-10.929218800677166
379,1710.0,28.95788477779586,1710.0,-10.957884777795861
380,1714.5,28.98742803961324,1714.5,-10.987428039613238
381,1719.0,29.01811760271572,1719.0,-11.01811760271572
