,38.2_top_x,38.2_top_y,38.2_bottom_x,38.2_bottom_y
0,-0.09280035283919918,61.6924224921811,9.05855263566491,-42.90802080745218
1,5.025789344801188,54.81838413729046,12.905715220850231,-35.249580767832605
2,10.068218094707987,48.81486939842262,16.829038753769144,-28.46166434423585
3,15.038979844041652,43.63051222448769,20.824029287261187,-22.492905485571995
4,19.942568539962643,39.21394656439585,24.886192874165907,-17.291938140751228
5,24.783478129631412,35.5138063670572,29.01103556732285,-12.807396258683656
6,29.56620256020842,32.47872558138185,33.19406341957155,-8.987913788279386
7,34.29523577885413,30.057338156279947,37.43078248375155,-5.782124678448561
8,38.97507173272899,28.19827804066162,41.716698812702404,-3.1386628781013073
9,43.610204368993465,26.85017918343699,46.047318459263636,-1.006162336147753
10,48.205127634808,25.961675533516182,50.418147476274804,0.6667429985019773
11,52.76433547733307,25.481401039809327,54.82469191657545,1.9314191769377533
12,57.29232184372911,25.357989651226557,59.262457833005115,2.8392322502494487
13,61.793580681156605,25.540075316677985,63.72695127840333,3.4415482695269457
14,66.27260593677599,25.97629198507375,68.21367830560965,3.7897332858601
15,70.73389155774773,26.615273605323978,72.71814496746363,3.9351533503387977
16,75.18193149123229,27.40565412633879,77.23585731680478,3.9291745140529084
17,79.62121968439011,28.29606749702832,81.76232140647268,3.823162828092303
18,84.05625008438166,29.23514766630269,86.29304328930682,3.6684843435468553
19,88.4915166383674,30.171528583072032,90.8235290181468,3.5165051115064374
20,92.93151329350778,31.053844196246466,95.34928464583214,3.418591183060924
21,97.38020641188764,31.836758779744407,99.86634381027797,3.4200782842919093
22,101.83788301056532,32.51699171357763,104.37441949442601,3.5242470351876083
23,106.30326327300696,33.10917136766591,108.87479151481008,3.716469065828253
24,110.77506159299337,33.627992288335136,113.36874547764937,3.9820498298879503
25,115.25199236430541,34.088149021911214,117.85756698916305,4.306294781040798
26,119.7327699807239,34.504336114720026,122.34254165557027,4.674509372960907
27,124.21610883602965,34.89124811308748,126.82495508309022,5.07199905932238
28,128.7007233240035,35.26357956333946,131.3060928779421,5.484069293799321
29,133.18532783842625,35.63602501180187,135.78724064634503,5.896025530065836
30,137.66863677307882,36.02327900480059,140.2696839945182,6.2931732217960334
31,142.14947383728847,36.43878660624666,144.75459921313424,6.662067305078894
32,146.62768992220808,36.8842521380628,149.24213541104032,7.001003457991674
33,151.1036987232497,37.35494704005143,153.73187889282445,7.314710240731969
34,155.57791970051244,37.8460768613407,158.2234101983874,7.607982104171622
35,160.05077231409544,38.35284715105879,162.71630986763014,7.88561349918246
36,164.52267602409776,38.87046345833386,167.2101584404535,8.152398876636314
37,168.9940502906186,39.39413133229408,171.70453645675838,8.413132687405014
38,173.465314573757,39.91905632206763,176.1990244564457,8.672609382360386
39,177.93688833361213,40.44044397678267,180.69320297941627,8.935623412374271
40,182.40919103028307,40.953499845567364,185.18665256557102,9.206969228318501
41,186.88261381903033,41.45375300333642,189.6789820596495,9.49111775527836
42,191.35717980969002,41.940939303453305,194.1701683518155,9.788333139890408
43,195.8326547278656,42.41773651452401,198.66044571646563,10.095937613548632
44,200.30879901779124,42.886882771482036,203.15005370936572,10.411193041319518
45,204.78537312370096,43.35111620926091,207.6392318862817,10.731361288269571
46,209.26213748982894,43.81317496279415,212.1282198029794,11.053704219465253
47,213.7388525604093,44.275797167015256,216.6172570152248,11.37548369997307
48,218.2152787796761,44.74172095685775,221.10658307878367,11.693961594859502
