,top_x,top_y,bottom_x,bottom_y
0,44.69180186202176,14.487463267587955,44.96572096623534,11.356553579701279
1,49.114650717766054,15.100628587750254,49.42785185022824,11.5207232624235
2,53.53528844112625,15.739067266711153,53.89219386660523,11.65961958634712
3,57.95392106787083,16.40042430486057,58.35854097959784,11.775597551082218
4,62.37075463376829,17.082344702588443,62.82668715343757,11.87101215623887
5,66.78599517458711,17.78247346028467,67.29642635235591,11.948218401427155
6,71.19984872609581,18.498455578339197,71.76755254058443,12.009571286257152
7,75.61252132406287,19.227936057141928,76.23985968235459,12.05742581033894
8,80.02421900425672,19.96855989708279,80.7131417418979,12.094136973282593
9,84.43514780244593,20.717972098551712,85.18719268344589,12.12205977469819
10,88.84551375439894,21.47381766193861,89.66180647123007,12.143549214195811
11,93.25552289588428,22.233741587633407,94.13677706948194,12.160960291385535
12,97.6653812626704,22.995388876026023,98.61189844243299,12.176648005877436
13,102.07529489052581,23.756404527506383,103.08696455431476,12.192967357281596
14,106.48546981521899,24.51443354246441,107.56176936935877,12.21227334520809
15,110.89611207251846,25.267120921290022,112.03610685179652,12.236920969266997
16,115.30742769819265,26.01211166437314,116.50977096585949,12.269265229068395
17,119.71962272801012,26.74705077210369,120.98255567577921,12.311661124222361
18,124.13290319773931,27.4695832448716,125.45425494578721,12.366463654338974
19,128.54747514314874,28.17735408306678,129.92466274011497,12.436027819028313
20,132.96354460000688,28.868008287079157,134.39357302299405,12.522708617900454
21,137.3812597120666,29.53985256606488,138.8608376506715,12.628199341799249
22,141.80036488781704,30.195808344361847,143.32671221465827,12.749578566386806
23,146.22043260678458,30.840762203343438,147.7916242354279,12.881959710289731
24,150.64103471319237,31.479607985933303,152.25600186875732,13.020448930584383
25,155.06174305126348,32.117239535055084,156.72027327042338,13.160152384347121
26,159.482129465221,32.758550693632415,161.18486659620302,13.296176228654307
27,163.9017657992881,33.40843530458895,165.65021000187312,13.423626620582297
28,168.32022389768784,34.071787210848306,170.1167316432106,13.537609717207454
29,172.73707560464334,34.753500255334146,174.58485967599228,13.633231675606137
30,177.15189276437766,35.458468280970095,179.05502225599517,13.70559865285471
31,181.56428121105378,36.191196623890036,183.5276135490562,13.750205312819286
32,185.97416616477287,36.95254002224833,188.00270833507435,13.766196917345514
33,190.38164784071685,37.74135301127391,192.48020639886752,13.754718931204442
34,194.78682824650593,38.55646963853302,196.9600057328156,13.716937306829857
35,199.18980938976026,39.396723951591845,201.4420043292985,13.654017996655545
36,203.59069327810002,40.26094999801663,205.92610018069595,13.567126953115286
37,207.98958191914534,41.14798182537356,210.4121912793878,13.457430128642871
38,212.3865773205164,42.05665348122888,214.90017561775394,13.326093475672078
